HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,PassengerGroups,PassengerNums,CabinDeck,CabinNumber,CabinSide,Surname,AgeGroups
2,0,1,39,0,799,0,0,4,0,False,8330,1,2,1600,2,906,1
2,1,2,19,0,0,0,0,0,0,True,8332,1,4,1358,1,48,1
1,0,3,33,0,988,0,0,2274,3098,False,8333,1,8,313,2,1020,2
2,1,2,14,0,0,0,0,0,0,True,8334,1,4,1359,1,257,3
3,0,1,30,0,697,0,602,0,0,False,8335,1,6,531,1,1372,3
3,1,1,30,0,0,0,0,0,0,True,8336,1,6,547,2,1266,1
3,1,1,21,0,0,0,0,0,0,True,8338,1,2,1716,1,1984,1
3,0,1,45,0,506,0,2,829,0,False,8338,2,2,1716,1,1984,1
3,1,1,17,0,0,0,0,0,0,True,8338,3,2,1716,1,1984,3
1,0,1,39,0,0,261,0,1831,1797,False,8339,1,7,246,2,1626,2
1,0,1,22,0,0,3716,0,1098,2065,False,8339,2,7,246,2,1626,1
2,0,1,37,0,477,0,167,0,46,False,8341,1,2,1601,2,1954,0
1,0,1,48,0,0,0,0,408,293,True,8342,1,6,548,2,1036,1
1,1,1,33,0,0,0,0,0,0,True,8342,2,6,548,2,1036,1
1,0,3,37,0,0,2215,2,1294,274,False,8342,3,6,548,2,1036,3
2,0,1,27,0,1403,169,1081,0,0,False,8343,1,2,1717,1,580,4
3,1,1,29,0,0,0,0,0,0,True,8344,1,7,247,2,1608,1
3,0,1,38,0,30,434,117,372,0,True,8344,2,7,247,2,1608,1
3,1,1,16,0,0,0,0,0,0,True,8344,3,7,247,2,1182,5
2,0,2,18,0,0,0,1792,16,248,False,8345,1,2,1602,2,523,1
2,0,1,27,0,41,23,63,0,647,False,8346,1,2,1718,1,1031,1
3,1,1,47,0,0,0,0,0,0,True,8348,1,6,532,1,2162,3
1,1,1,15,0,0,0,0,0,0,True,8354,1,1,323,2,2163,3
1,1,1,13,0,0,0,0,0,0,True,8354,2,1,323,2,2163,2
2,1,2,19,0,0,0,0,0,0,False,8356,1,4,1361,1,1641,0
1,1,1,17,0,0,0,0,0,0,True,8360,1,1,326,2,2164,1
1,1,1,31,0,0,0,0,0,0,True,8360,2,1,326,2,2164,1
2,0,1,19,0,49,680,0,0,46,True,8362,1,2,1720,1,524,2
1,0,3,25,0,0,1673,0,642,612,False,8363,1,3,101,2,2165,1
1,0,1,26,0,0,690,1,1030,2273,False,8363,2,3,101,2,2165,2
2,1,3,25,0,0,0,0,0,0,True,8365,1,4,1363,1,1188,1
2,0,1,2,0,0,0,0,0,0,False,8366,1,4,1364,1,1115,2
2,0,1,7,0,0,0,0,0,0,False,8366,2,4,427,2,905,2
2,1,1,2,0,0,0,0,0,0,True,8366,3,4,1364,1,1727,2
2,0,1,19,0,0,0,0,0,616,False,8366,4,4,1364,1,1115,1
2,0,1,1,0,0,0,0,0,0,False,8366,5,4,1364,1,1115,3
2,1,1,4,0,0,0,0,0,0,True,8368,1,4,1365,1,96,4
2,0,3,49,0,336,64,377,0,0,True,8368,2,2,1721,1,96,0
3,1,1,61,0,0,0,0,0,0,True,8369,1,2,1604,2,1737,4
3,0,1,57,1,435,22,1435,4,0,True,8369,2,6,549,2,551,2
2,0,3,52,0,0,0,638,115,0,True,8371,1,2,1605,2,567,5
2,0,1,22,0,1,2,243,0,484,False,8373,1,2,1606,2,1701,1
1,1,3,37,0,0,0,0,0,0,True,8374,1,4,427,2,2166,1
2,0,2,15,0,64,0,0,0,640,True,8375,1,4,427,2,203,2
3,1,1,28,0,0,0,0,0,0,True,8376,1,2,1607,2,1601,1
3,0,1,40,0,963,14,320,1,0,False,8377,1,6,537,1,2115,4
2,0,1,13,0,0,0,505,2810,9,False,8378,1,2,1608,2,652,1
2,0,1,24,0,462,0,0,0,240,False,8379,1,2,1609,2,1712,1
2,1,2,25,0,0,0,0,0,0,True,8380,1,4,1367,1,2130,5
2,0,1,25,0,0,0,0,788,3,False,8381,1,6,550,2,54,2
1,0,1,43,0,0,7269,0,2750,2367,False,8382,1,8,277,1,905,1
2,1,1,46,0,0,0,0,0,0,False,8383,1,4,1368,1,1043,3
2,1,1,3,0,0,0,0,0,0,False,8383,2,4,1368,1,1043,1
2,0,1,3,0,0,0,0,0,0,True,8383,3,4,1368,1,1043,3
2,1,1,3,0,0,0,0,0,0,True,8383,4,4,1368,1,1043,1
2,0,1,8,0,0,0,0,0,0,False,8383,5,4,1368,1,1043,1
2,0,1,57,0,0,839,1,0,2,True,8383,6,4,1368,1,1043,0
2,0,1,11,0,0,0,0,0,0,False,8383,7,4,1368,1,1043,3
2,0,1,20,0,0,0,0,1535,0,False,8384,1,2,1722,1,1897,2
2,0,3,27,0,0,1283,0,2256,0,False,8386,1,4,1369,1,600,0
2,0,1,20,0,781,0,33,0,0,True,8388,1,2,1724,1,1418,0
2,1,2,14,0,0,0,0,0,0,True,8390,1,4,1370,1,342,1
2,0,2,24,0,86,669,1,0,0,False,8392,1,2,1610,2,1145,1
2,0,1,21,0,163,146,54,245,95,False,8393,1,2,1725,1,172,1
1,0,3,33,1,9,1365,0,5577,1483,False,8394,1,1,276,1,2167,3
1,0,1,32,0,0,13,0,2148,319,False,8395,1,7,260,1,758,1
2,0,2,22,0,2,104,404,0,0,True,8397,1,4,1371,1,1273,6
1,1,1,15,0,0,0,0,0,0,True,8398,1,1,329,2,1983,2
1,1,1,41,0,0,0,0,0,0,True,8398,2,1,329,2,1983,0
1,1,3,31,0,0,0,0,0,0,True,8401,1,8,315,2,3,2
1,1,3,35,0,0,0,0,0,0,True,8403,1,8,316,2,1989,2
2,1,1,48,0,0,0,0,0,0,True,8404,1,4,1346,2,1098,1
2,1,1,15,0,0,0,0,0,0,True,8404,2,4,1346,2,1098,1
2,0,1,37,0,0,0,1025,0,0,True,8405,1,4,1372,1,450,2
3,0,1,21,0,1214,179,566,0,619,False,8406,1,7,250,2,1267,1
2,0,1,34,0,44,1290,51,0,9,False,8407,1,2,1613,2,670,2
2,1,1,19,0,0,0,0,0,0,False,8409,1,4,1373,1,1546,0
2,0,1,52,0,289,302,0,112,0,False,8410,1,2,1615,2,834,1
2,0,1,15,0,0,3137,0,0,0,True,8411,1,2,1726,1,899,2
2,0,1,24,0,0,171,591,22,0,False,8414,1,4,1374,1,1393,0
2,0,1,45,0,0,0,635,2,0,True,8416,1,6,553,2,1075,1
1,1,3,13,0,0,0,0,0,0,True,8418,1,1,330,2,1380,4
1,0,1,18,0,0,0,0,206,2684,False,8418,2,1,330,2,1380,0
2,0,1,19,0,0,168,481,0,0,True,8419,1,2,1618,2,1080,3
2,1,1,20,0,0,0,0,0,0,True,8419,2,4,1349,2,1080,1
2,0,1,20,0,4210,4,0,58,0,False,8420,1,6,554,2,83,1
2,0,1,27,0,1,30,739,0,33,True,8421,1,2,1619,2,354,1
2,0,1,22,0,0,0,6,0,733,False,8423,1,2,1620,2,564,1
2,1,2,17,0,0,0,0,0,0,False,8427,1,4,1376,1,297,4
2,1,3,23,0,0,0,0,0,0,True,8429,1,4,1351,2,2168,2
2,0,1,29,0,324,0,546,0,0,False,8430,1,2,1621,2,1422,0
1,1,3,24,0,0,0,0,0,0,True,8431,1,1,277,1,92,4
1,0,3,26,0,1,4680,25,564,13,False,8431,2,1,277,1,92,0
2,1,1,36,0,0,0,0,0,0,False,8432,1,4,1377,1,448,2
2,0,1,25,0,341,608,2,2,16,True,8433,1,2,1729,1,304,4
2,0,2,36,0,52,0,132,334,176,False,8437,1,4,427,2,1549,2
3,0,1,32,0,725,0,1641,0,0,False,8438,1,2,1624,2,800,3
2,1,3,16,0,0,0,0,0,0,True,8441,1,4,1352,2,1519,1
3,0,1,32,0,857,158,0,33,0,False,8442,1,6,540,1,1637,3
2,0,1,48,0,0,1570,1,0,2,False,8444,1,2,1733,1,1343,1
2,0,1,25,0,1,0,1,14,1491,False,8447,1,2,1734,1,331,4
1,1,3,46,0,0,0,0,0,0,True,8448,1,1,278,1,2169,2
1,0,3,32,0,0,2154,0,9655,859,False,8449,1,8,317,2,1191,1
1,0,1,50,0,0,3070,0,44,562,True,8449,2,8,317,2,1191,1
3,0,3,31,0,1997,0,0,0,0,False,8451,1,2,1625,2,428,1
3,1,1,27,0,0,0,0,0,0,True,8451,2,2,1625,2,428,0
1,0,3,52,1,0,831,1536,0,7953,False,8452,1,8,279,1,435,0
1,1,1,34,0,0,0,0,0,0,True,8452,2,8,279,1,435,1
1,1,3,40,0,0,0,0,0,0,True,8452,3,8,279,1,435,1
1,0,1,36,0,0,1055,18,1669,49,True,8452,4,8,279,1,435,4
2,0,1,19,0,112,0,265,396,0,False,8454,1,4,1354,2,135,0
1,1,3,33,0,0,0,0,0,0,True,8456,1,8,280,1,1545,1
2,0,1,23,0,29,0,0,332,270,False,8457,1,2,1627,2,856,1
1,0,3,57,0,0,4301,31,665,6329,False,8458,1,8,319,2,2170,1
1,1,3,24,0,0,0,0,0,0,True,8458,2,8,319,2,2170,1
1,1,3,19,0,0,0,0,0,0,True,8458,3,8,319,2,2170,2
1,1,1,54,0,0,0,0,0,0,True,8458,4,8,319,2,2170,2
1,0,1,28,0,1004,2423,0,0,17,True,8458,5,8,319,2,2170,1
1,0,1,26,1,1,5610,0,5,119,True,8458,6,8,319,2,822,4
2,1,2,43,0,0,0,0,0,0,False,8459,1,4,1355,2,1414,2
2,0,1,39,0,0,21,63,677,0,False,8460,1,2,1628,2,1821,4
2,0,1,21,0,32,640,0,0,0,True,8462,1,2,1629,2,483,4
2,0,3,24,0,0,0,608,37,0,False,8463,1,2,1630,2,287,0
3,0,1,35,0,0,0,0,0,0,False,8465,1,6,542,1,1715,4
3,1,1,61,0,0,0,0,0,0,True,8465,2,2,1736,1,1715,2
2,0,1,21,0,0,5,0,687,10,False,8466,1,2,1737,1,931,2
2,1,3,14,0,0,0,0,0,0,True,8467,1,4,1379,1,1760,3
3,0,3,38,0,1161,0,19,0,0,False,8468,1,7,263,1,1541,2
2,1,3,23,0,0,0,0,0,0,True,8469,1,4,1356,2,1936,3
1,0,3,31,1,8243,280,0,3220,2285,False,8470,1,8,281,1,74,4
1,0,3,66,1,0,1828,1,1873,45,False,8471,1,6,556,2,1447,3
2,1,1,56,0,0,0,0,0,0,False,8472,1,4,1380,1,1251,1
2,0,3,21,0,39,53,94,33,518,False,8474,1,2,1632,2,116,1
1,0,3,49,0,0,2808,1083,110,1132,False,8475,1,1,331,2,2171,0
1,0,3,21,0,2,4887,64,4952,1734,False,8475,2,1,331,2,2171,3
3,0,1,27,0,244,0,492,297,23,True,8476,1,7,252,2,1915,3
2,0,1,23,0,0,1,51,1711,219,False,8477,1,2,1633,2,39,1
2,0,1,27,0,0,0,0,716,0,False,8479,1,2,1738,1,166,0
2,0,1,49,0,188,0,143,1443,555,False,8480,1,4,1382,1,1282,3
2,0,1,38,0,0,847,3,34,0,False,8480,2,4,1382,1,1282,3
1,1,1,60,0,0,0,0,0,0,True,8481,1,1,332,2,617,2
2,1,3,47,0,0,0,0,0,0,False,8482,1,4,1358,2,870,0
1,1,1,29,1,0,0,0,0,0,True,8483,1,7,253,2,2172,4
2,1,1,19,0,0,0,0,0,0,True,8486,1,4,1360,2,1178,1
1,0,3,32,1,65,0,0,88,9811,False,8487,1,8,282,1,818,2
2,1,2,22,0,0,0,0,0,0,True,8489,1,4,1383,1,1205,3
3,0,3,35,0,319,0,6331,8,0,True,8491,1,2,1635,2,1982,2
2,0,1,28,0,0,62,3,667,0,True,8492,1,2,1740,1,1592,1
2,1,2,22,0,0,0,0,0,0,False,8493,1,4,1384,1,1718,1
3,0,1,42,0,770,0,1301,0,0,True,8494,1,6,543,1,2173,3
1,0,3,37,0,18,4754,1,1254,2,True,8495,1,8,283,1,2174,2
3,0,1,31,0,49,322,977,0,0,True,8500,1,2,1743,1,1476,0
3,0,1,33,1,1264,1787,36,473,337,False,8502,1,7,254,2,1476,0
1,0,1,48,0,3784,917,146,1770,880,False,8503,1,1,279,1,703,3
1,0,1,31,0,0,529,0,0,3884,False,8503,2,1,279,1,703,1
1,1,3,18,0,0,0,0,0,0,True,8503,3,1,279,1,703,1
2,0,1,44,0,0,0,2036,2,1,True,8504,1,2,1744,1,581,1
2,1,3,22,0,0,0,0,0,0,True,8504,2,4,1385,1,581,1
2,0,1,18,0,490,0,54,195,0,False,8506,1,2,1746,1,654,2
3,1,1,48,0,0,0,0,0,0,True,8508,1,2,1747,1,1699,0
3,1,1,2,0,0,0,0,0,0,True,8508,2,2,1747,1,1699,0
3,0,1,0,0,0,0,0,0,0,True,8508,3,2,1747,1,1699,0
2,0,1,43,0,21,0,863,0,0,False,8509,1,4,1364,2,1486,3
2,0,2,51,0,590,28,73,0,82,False,8511,1,4,1365,2,1382,2
2,0,3,48,0,0,717,0,0,10,True,8512,1,2,1637,2,1373,0
3,0,1,51,0,870,28,278,154,1288,False,8514,1,2,1748,1,1842,1
2,0,1,20,0,0,0,0,327,0,True,8516,1,2,1750,1,896,3
1,0,1,41,0,0,0,0,0,0,False,8521,1,3,102,2,1812,3
2,0,1,27,0,3,0,10,4,855,True,8522,1,2,1751,1,665,2
1,0,3,56,0,53,3033,0,140,6102,False,8523,1,8,320,2,1777,2
1,1,3,26,0,0,0,0,0,0,True,8524,1,1,333,2,2175,3
2,0,1,21,0,11,0,0,839,0,False,8528,1,4,1369,2,1384,1
3,0,1,27,0,2502,0,44,23,29,False,8530,1,2,1640,2,586,0
2,0,3,23,0,348,210,0,0,1,False,8535,1,2,1642,2,2034,4
1,0,3,28,0,0,101,0,0,12143,False,8536,1,6,559,2,471,1
3,1,1,40,0,0,0,0,0,0,True,8537,1,2,1643,2,491,3
3,0,1,39,0,5327,0,290,0,0,False,8537,2,2,1643,2,491,2
3,1,1,16,0,0,0,0,0,0,True,8537,3,2,1643,2,491,4
2,0,1,20,0,59,29,27,0,0,False,8539,1,4,1372,2,1688,1
2,0,1,24,0,686,0,13,0,0,False,8540,1,2,1645,2,342,1
3,0,1,45,1,1093,950,341,0,0,False,8541,1,7,266,1,1774,5
3,0,3,33,0,1914,5,0,0,228,True,8541,2,7,266,1,1774,4
3,1,1,19,0,0,0,0,0,0,False,8542,1,6,544,1,1396,3
2,0,1,15,0,114,161,22,419,0,False,8544,1,2,1647,2,119,3
2,0,1,18,0,0,0,7,717,0,False,8545,1,2,1753,1,1042,2
2,0,1,21,0,129,106,280,183,18,False,8548,1,2,1755,1,905,2
3,1,1,37,0,0,0,0,0,0,True,8549,1,2,1648,2,1295,4
1,0,1,53,0,0,847,0,630,2060,False,8551,1,7,257,2,1167,1
3,0,1,19,0,0,0,0,0,0,False,8552,1,6,545,1,565,3
3,0,1,17,0,387,0,28,2183,0,False,8552,2,2,1756,1,565,1
2,0,2,58,0,487,0,195,0,7,True,8554,1,6,547,1,203,2
1,0,1,18,0,0,1878,0,18572,10028,False,8556,1,1,280,1,2176,3
1,0,3,25,1,0,3978,0,266,597,True,8556,2,1,280,1,2176,5
1,1,1,39,0,0,0,0,0,0,True,8557,1,1,334,2,1708,6
1,1,3,40,0,0,0,0,0,0,True,8557,2,1,334,2,1708,1
3,0,1,27,1,3,952,208,951,0,False,8559,1,6,548,1,49,1
3,0,1,3,0,0,0,0,0,0,True,8559,2,2,1758,1,49,1
3,1,1,18,0,0,0,0,0,0,True,8559,3,2,1758,1,49,1
2,1,3,18,0,0,0,0,0,0,True,8560,1,4,1391,1,281,1
2,1,2,29,0,0,0,0,0,0,False,8561,1,4,1375,2,1515,1
2,0,1,22,0,3,214,0,0,591,False,8566,1,4,1392,1,473,0
1,0,1,34,0,0,3636,0,70,27,True,8569,1,3,88,1,2113,4
2,1,2,19,0,0,0,0,0,0,False,8570,1,4,1377,2,1727,4
3,0,1,26,0,5757,0,206,0,0,False,8571,1,2,1651,2,2154,1
1,0,1,33,0,0,739,0,140,6901,False,8572,1,3,89,1,1857,4
2,0,1,34,0,10,4,1,0,791,True,8573,1,2,1652,2,1353,2
2,1,1,18,0,0,0,0,0,0,True,8573,2,4,1378,2,332,1
3,1,1,40,0,0,0,0,0,0,True,8574,1,2,1653,2,1544,1
3,0,1,53,0,1042,0,2,1,11,False,8574,2,7,258,2,1544,2
3,1,1,8,0,0,0,0,0,0,True,8574,3,2,1653,2,434,2
3,0,1,54,0,1763,0,11,0,0,False,8574,4,2,1653,2,1544,3
3,1,3,29,0,0,0,0,0,0,True,8574,5,2,1653,2,1544,1
3,1,1,56,0,0,0,0,0,0,True,8577,1,2,1654,2,2177,1
2,0,2,21,0,4,3,149,17,442,False,8580,1,4,1379,2,1898,3
1,1,1,25,1,0,0,0,0,0,True,8581,1,8,323,2,552,2
1,1,1,33,0,0,0,0,0,0,True,8581,2,8,323,2,2178,1
2,0,1,22,0,4,0,72,21,600,False,8584,1,2,1655,2,34,3
3,0,1,50,0,748,164,269,0,0,False,8585,1,7,259,2,2111,1
3,0,3,24,0,0,0,396,256,1482,False,8586,1,6,550,1,677,2
2,0,1,25,0,637,0,89,312,2,False,8587,1,2,1763,1,645,1
3,1,1,59,0,0,0,0,0,0,True,8588,1,6,562,2,151,1
1,0,3,26,0,6,728,0,1273,1116,False,8589,1,7,267,1,2118,3
1,0,1,19,0,0,1406,0,4199,2123,False,8592,1,7,268,1,1960,0
2,0,1,37,0,210,3,601,1,68,False,8594,1,4,1381,2,619,0
3,1,1,22,0,0,0,0,0,0,True,8595,1,6,551,1,2179,0
1,1,1,44,0,0,0,0,0,0,True,8596,1,8,284,1,715,3
1,1,3,25,0,0,0,0,0,0,True,8596,2,8,284,1,715,0
2,1,1,23,0,0,0,0,0,0,True,8597,1,4,1382,2,1382,0
2,0,3,6,0,0,0,0,0,0,True,8598,1,4,1394,1,1117,1
2,1,2,39,0,0,0,0,0,0,True,8598,2,4,1394,1,1117,5
2,0,3,26,0,12,71,0,103,624,False,8598,3,4,427,2,1117,0
2,0,3,14,0,547,145,5,0,9,False,8599,1,4,1383,2,706,4
2,1,1,3,0,0,0,0,0,0,False,8602,1,4,1396,1,1564,2
2,0,2,21,0,10,1028,3,2519,0,False,8602,2,4,1396,1,1564,1
2,1,1,24,0,0,0,0,0,0,False,8602,3,4,1396,1,1564,3
2,1,2,18,0,0,0,0,0,0,False,8603,1,4,427,2,244,1
3,0,1,37,0,50,0,343,2205,0,False,8604,1,2,1765,1,333,2
3,1,1,21,0,0,0,0,0,0,True,8604,2,2,1765,1,333,1
1,0,1,67,0,0,82,0,2279,293,False,8605,1,8,324,2,2180,1
1,1,1,28,0,0,0,0,0,0,True,8605,2,4,427,2,2180,1
1,1,3,13,0,0,0,0,0,0,True,8605,3,8,324,2,2180,3
1,0,1,26,0,0,226,0,436,4051,False,8605,4,8,324,2,2180,1
1,1,3,33,0,0,0,0,0,0,True,8605,5,8,324,2,2180,0
2,1,1,18,0,0,0,0,0,0,False,8606,1,4,1386,2,620,5
2,0,1,24,0,13,221,0,1154,0,False,8606,2,2,1658,2,620,1
2,0,1,26,0,0,0,148,551,89,False,8606,3,6,563,2,620,0
2,0,2,21,0,0,2202,9,71,100,True,8607,1,4,1387,2,390,1
2,0,1,27,0,0,0,2,994,0,False,8609,1,6,564,2,582,1
2,1,2,15,0,0,0,0,0,0,True,8610,1,4,1398,1,1722,1
2,0,3,24,0,2,644,0,0,0,False,8611,1,2,1766,1,93,1
2,0,1,31,0,4,9,870,0,0,False,8612,1,4,1399,1,993,0
2,0,1,10,0,0,0,0,0,0,True,8613,1,4,1388,2,905,0
2,0,1,23,0,4,3,1785,0,0,True,8614,1,4,1400,1,905,0
2,0,3,50,0,0,0,117,712,0,True,8615,1,6,565,2,414,0
2,1,3,13,0,0,0,0,0,0,True,8615,2,4,1389,2,414,3
3,0,1,43,0,27,0,797,830,161,False,8616,1,2,1767,1,1849,0
3,1,3,20,0,0,0,0,0,0,True,8616,2,2,1767,1,1849,2
2,0,1,21,0,11,1475,0,0,0,True,8617,1,2,1768,1,1567,0
1,0,3,18,0,0,694,0,0,1370,False,8618,1,1,336,2,763,1
1,1,1,16,0,0,0,0,0,0,True,8618,2,1,336,2,763,2
1,0,1,47,0,187,268,977,3441,236,False,8619,1,6,566,2,674,1
3,0,1,35,1,1234,35,7,0,0,False,8620,1,2,1659,2,377,3
2,0,1,15,0,9,731,85,0,537,False,8623,1,4,427,2,1825,2
2,0,1,46,0,135,0,0,0,928,False,8624,1,2,1661,2,2128,3
2,1,1,6,0,0,0,0,0,0,False,8624,2,4,1390,2,2128,2
2,0,1,26,0,1,0,1,15,854,False,8626,1,2,1770,1,668,1
2,0,2,49,0,0,18,0,0,686,False,8628,1,2,1664,2,1064,3
2,1,1,28,0,0,0,0,0,0,True,8629,1,4,1391,2,451,1
3,1,1,37,0,0,0,0,0,0,False,8631,1,6,553,1,333,5
2,0,1,17,0,2,33,97,553,0,False,8633,1,2,1665,2,1273,1
2,0,1,38,0,1739,0,0,83,0,False,8634,1,4,1392,2,741,3
2,0,1,18,0,224,0,0,0,1384,False,8635,1,6,554,1,993,1
3,1,1,55,0,0,0,0,0,0,True,8636,1,2,1772,1,1088,4
2,1,1,28,0,0,0,0,0,0,True,8637,1,2,1773,1,1950,3
3,0,1,25,0,987,0,6221,141,0,True,8637,2,2,1773,1,1950,0
3,0,1,17,0,330,1,967,0,0,False,8637,3,6,555,1,1950,2
2,1,1,22,0,0,0,0,0,0,False,8638,1,4,1402,1,2085,5
2,0,1,4,0,0,0,0,0,0,True,8638,2,4,1402,1,2085,1
2,0,3,3,0,0,0,0,0,0,True,8638,3,4,1402,1,2085,2
3,1,1,21,0,0,0,0,0,0,False,8639,1,6,567,2,1896,3
3,0,1,24,0,1455,2207,163,2354,0,False,8639,2,7,260,2,1896,0
2,0,1,50,0,133,0,525,0,31,False,8640,1,2,1666,2,1927,3
3,0,1,3,0,0,0,0,0,0,True,8641,1,2,1667,2,1915,1
3,0,1,19,0,1146,0,3,0,0,False,8641,2,2,1667,2,1915,1
3,1,1,22,0,0,0,0,0,0,True,8641,3,2,1667,2,1915,2
2,0,2,20,0,0,4,0,0,625,False,8642,1,2,1774,1,1327,1
3,0,1,18,0,2048,0,2,848,0,False,8643,1,2,1775,1,1129,0
2,0,1,27,0,20,0,11,0,848,False,8644,1,2,1668,2,62,1
2,0,1,29,0,0,0,0,0,1972,False,8644,2,2,1668,2,62,4
2,0,3,23,0,1,26,1908,318,0,True,8645,1,2,1776,1,2181,3
1,1,1,48,0,0,0,0,0,0,True,8646,1,8,325,2,2182,1
1,0,1,32,0,0,1285,0,3030,334,False,8646,2,8,325,2,2182,2
1,1,1,55,0,0,0,0,0,0,True,8646,3,8,325,2,2182,1
1,0,3,49,0,3,1108,2,5775,1964,False,8646,4,8,325,2,2182,0
2,1,1,15,0,0,0,0,0,0,True,8650,1,4,1404,1,2021,0
2,1,1,50,0,0,0,0,0,0,True,8653,1,4,1393,2,1909,3
2,0,1,35,0,777,0,23,0,61,False,8654,1,2,1779,1,485,2
1,0,1,29,0,0,4455,0,1663,4435,False,8656,1,3,103,2,2183,1
1,0,3,38,1,0,1298,0,1841,1547,False,8656,2,3,103,2,1910,1
1,1,3,29,1,0,0,0,0,0,True,8656,3,3,103,2,2183,4
3,0,1,39,0,200,0,1083,65,0,True,8657,1,2,1780,1,1520,2
3,0,1,49,0,0,1,1364,226,0,True,8658,1,6,568,2,1507,1
3,0,1,39,0,345,0,848,0,116,False,8658,2,2,1673,2,1507,2
2,0,1,19,0,125,556,23,0,0,True,8659,1,2,1781,1,548,1
2,0,1,19,0,886,0,0,1587,12,False,8661,1,2,1675,2,181,1
2,0,1,14,0,450,4791,896,0,0,True,8663,1,4,1394,2,1927,1
2,1,3,40,0,0,0,0,0,0,True,8663,2,4,427,2,1927,1
2,0,1,40,0,909,0,0,0,0,False,8664,1,4,1395,2,1888,2
3,0,1,20,0,733,0,455,0,0,False,8667,1,2,1676,2,2077,1
3,1,1,6,0,0,0,0,0,0,True,8668,1,2,1783,1,1601,7
3,0,1,41,0,806,16,125,1008,0,False,8668,2,7,269,1,1601,3
3,0,1,37,0,0,0,0,0,0,False,8668,3,6,556,1,1601,1
2,0,1,31,0,949,0,22,0,0,False,8669,1,2,1677,2,1567,0
2,0,1,8,0,0,0,0,0,0,False,8669,2,4,1397,2,1567,2
2,0,1,55,0,506,0,456,0,0,False,8669,3,2,1677,2,1567,3
2,1,2,16,0,0,0,0,0,0,True,8670,1,4,1398,2,798,1
1,0,3,29,0,1,764,1,265,1539,True,8671,1,3,90,1,413,0
2,0,1,40,0,21,155,0,267,0,False,8672,1,4,1406,1,382,1
1,1,1,27,0,0,0,0,0,0,True,8673,1,8,285,1,1256,2
3,0,1,21,0,4924,0,49,2,0,False,8674,1,2,1784,1,154,2
1,1,1,25,0,0,0,0,0,0,True,8675,1,1,281,1,1107,2
3,0,1,44,0,0,971,700,0,0,False,8680,1,2,1786,1,2126,3
3,0,1,34,0,368,499,1729,0,2,False,8681,1,2,1787,1,1480,2
3,0,1,1,0,0,0,0,0,0,True,8681,2,2,1787,1,1008,1
3,0,1,1,0,0,0,0,0,0,True,8681,3,2,1787,1,1480,1
2,0,2,42,0,51,6,87,21,404,False,8683,1,2,1679,2,594,1
2,0,1,18,0,1,1,0,226,488,False,8684,1,2,1788,1,948,1
2,1,3,21,0,0,0,0,0,0,True,8685,1,4,1400,2,1495,2
2,0,1,24,0,0,0,594,95,0,True,8687,1,2,1680,2,1567,3
2,0,1,27,0,0,0,0,595,0,False,8688,1,2,1681,2,1033,3
2,1,2,18,0,0,0,0,0,0,False,8691,1,4,1409,1,181,2
2,1,2,27,0,0,0,0,0,0,True,8693,1,4,1410,1,2039,2
2,1,1,13,0,0,0,0,0,0,True,8694,1,4,1411,1,561,0
2,0,1,10,0,0,0,0,0,0,False,8694,2,4,1411,1,561,1
2,1,1,8,0,0,0,0,0,0,False,8694,3,4,1411,1,561,1
3,0,1,40,0,76,0,1169,0,64,True,8695,1,2,1683,2,643,3
1,1,2,35,0,0,0,0,0,0,True,8696,1,8,326,2,2184,1
3,0,1,13,0,217,7,928,0,728,False,8700,1,2,1684,2,1027,2
3,0,3,19,0,203,0,172,1460,151,False,8701,1,2,1789,1,1774,2
2,0,1,44,0,84,0,308,0,1179,False,8703,1,2,1685,2,243,0
3,1,1,36,0,0,0,0,0,0,True,8704,1,2,1686,2,1959,2
3,0,1,29,0,2239,0,146,0,0,False,8704,2,7,264,2,1959,2
2,0,2,28,0,679,0,0,0,0,False,8708,1,4,1413,1,6,5
2,0,1,36,0,0,98,456,277,70,False,8709,1,2,1687,2,158,0
2,0,2,24,0,312,227,50,0,0,False,8710,1,2,1688,2,380,0
3,1,1,14,0,0,0,0,0,0,True,8712,1,2,1792,1,1325,1
3,0,1,50,0,1584,0,36,104,0,True,8714,1,7,270,1,2052,2
2,0,2,20,0,426,0,220,2,0,False,8716,1,2,1793,1,2185,1
2,0,1,38,0,139,9,0,0,582,False,8717,1,2,1689,2,1005,1
1,0,1,33,1,0,3076,0,3,994,False,8719,1,3,104,2,183,2
1,0,3,54,0,0,1821,2370,949,46,False,8719,2,3,104,2,536,1
1,0,3,20,0,0,0,0,0,0,True,8719,3,3,104,2,183,2
2,0,3,23,0,0,247,1063,36,0,True,8720,1,2,1690,2,1019,1
1,1,3,65,0,0,0,0,0,0,True,8721,1,1,337,2,1516,0
3,1,1,51,0,0,0,0,0,0,False,8722,1,6,558,1,1239,1
3,0,1,36,0,2002,0,10,87,0,False,8722,2,6,558,1,1239,2
2,0,1,38,0,32,1163,0,52,1935,False,8723,1,2,1794,1,627,1
2,0,3,28,0,34,0,0,0,658,False,8727,1,2,1797,1,1783,1
2,0,1,32,0,258,500,3,15,128,True,8728,1,2,1798,1,570,2
